,,green ,red ,to yawn ,leg/foot ,head ,new ,thick ,warm ,you ,he/she ,they ,fat/grease ,rain ,to walk ,that ,to say ,house ,to breathe ,"to live, be alive ",stone ,"painful, sick ",when? ,Five ,lightening ,dog ,above ,to plant ,thin ,to shoot ,sea ,branch ,to choose ,tail ,big ,to fear ,to fall ,husband ,man/male ,heavy ,to think ,to swim ,woman/female ,mosquito ,to buy ,"to sniff, smell ",to scratch ,to hide ,wind ,to count ,shoulder ,to bite ,thunder ,to chew ,to hunt ,skin ,dry ,yellow ,to hear ,dirty ,liver ,fog ,"to cut, hack ",sharp ,to eat ,grass ,rotten ,mouth ,neck ,cloud ,spider ,to come ,black ,hair ,smoke ,Nine ,Fifty ,child ,this ,to kill ,fish ,to split ,"to stab, pierce ",cold ,salt ,below ,tongue ,"to die, be dead ",to squeeze ,louse ,"to know, be knowledgeable ",white ,to suck ,sand ,to sit ,back ,narrow ,One Thousand ,to grow ,sky ,"to pound, beat ",to stand ,egg ,blood ,small ,near ,father ,moon ,earth/soil ,wife ,hand,at ,and ,how? ,Ten ,far ,where? ,year ,what? ,who? ,to fly ,bird ,"no, not ","in, inside ",long ,to flow ,to cry ,to hit ,to throw ,Seven ,name ,rope ,thou ,at ,meat/flesh ,Twenty ,"dull, blunt ",to sew ,to steal ,wet ,root ,rat ,to sleep ,to lie down ,to climb ,to drink ,leaf ,tooth ,ash ,to spit ,to vomit ,"shy, ashamed ",to work ,flower ,nose ,feather ,wing ,mother ,woods/forest ,belly ,intestines ,needle ,fire ,left ,person/human being ,One ,One Hundred ,"to open, uncover ",day ,wide ,to blow ,thatch/roof ,to swell ,Two ,old ,snake ,stick/wood ,other ,dust ,star ,bone ,to dig ,"correct, true ",to turn ,fruit ,right ,short ,water ,lake ,road/path ,Three ,ear ,worm (earthworm) ,to see ,all ,"to tie up, fasten ",Six ,breast ,eye ,if ,to hold ,to burn ,Eight ,to dream ,good ,Four ,night ,to cook ,I ,we ,to laugh ,"bad, evil "
Western Japanese,Fukui,aoi,akeː,akubi,aʃi,atama,ataraʃiː,?,ɲikutɛ,aɴta,anoçito,?,abura,ame,aruku,are,juː,utʃi,iki-,ikiru,iʃi,itamu,itsu,itsutsu,inabikari,inu,ue,ueru,usui,utsu,umi,eda,?,ʃiriQpo,ikɛ,?,otʃiru,ojaQsama,otoko,omoi,omou,ojoŋu,mero,kaː,kau,kaŋu,kaku,kakusu,kaje,kaɴjeru,kata,kuwatsuku,kaminari,kamu,kari,kawa,kawaku,ukoɴ,kiku,kitanai,?,kiri,kiru,?,kuː,kusa,kusaru,kutʃi,kubi,kumo,kubo,kuru,kuroi,keː,keburi,kokonotsu,?,kodomo,kore,korosu,sakana,?,sasu,sabui,ʃio,ʃita,heta,ʃinu,?,ʃirami,ʃiru,ʃiroi,suː,suna,nimaru,ʃenaga,ʃemai,?,sodateru,sora,tataku,tatsu,tamaŋo,tʃiː,tʃai,tʃikeː,oQtsa,tsuki,beto,kakaː,teː,de,?,doː,toːtoː,toːi,doko,toʃi,dono,donoçito,tobu,tori,neː,maɴnaga,naŋeː,?,naku,naŋuru,hoːru,nanatsu,namae,nawa,?,ni,niku,?,nibui,nuː,nusumu,nureru,neː,nedzumi,neburu,neru,noboru,nomu,haː,haː,hai,haku,haku,hadzukaʃiː,hataraku,hana,hana,hane,hane,oQka,hajaʃi,hara,dzoːmotsu,hari,çiː,çidari,çito,çitotsu,?,akeru,çiru,çiroi,Fuku,Fuko,hareru,Futatsu,Furui,heːbu,bai,hokano,hokori,ohoʃisaɴ,hone,horu,hoɴto,maŋaru,miː,miŋi,midʒikai,midzu,?,mitʃi,miQtsu,mimi,mimidzu,miru,miɴna,musubu,muQtsu,mune,meː,?,motsu,jaku,jaQtsu,jumemiru,iː,joQtsu,joːsa,rjoːri,ura,urara,warau,warui
Western Japanese,Mie,aoi,akai,akubi,aʃi,atama,ataraʃiː,?,nukutai,otaku,anoçito,anoçitora,abura,ame,aruku,are,juː,ie,iki-,ikiru,iʃi,?,itsu,itsutsu,inabikari,inu,ue,ieru,usui,utsu,umi,eda,?,オンボ/シッポ,oQkiː,?,otʃiru,otoːsaɴ,otoko,omoi,omou,ojogu,oɴna,kaː,kau,kagu,kaku,kakusu,kadze,kadzoeru,kata,?,kaminari,kamu,teQpoːutʃi,kawa,kawaku,kiːro,kiku,kitanai,?,kiri,kiru,?,kuː,kusa,kusaru,kutʃi,kubi,kumo,kumo,kuru,kuroi,keː,keburi,kokonotsu,?,kodomo,kore,korosu,sakana,?,sasu,samui,ʃio,ʃita,ʃita,ʃinu,?,ʃirami,ʃiru,ʃiroi,suː,suna,suwaru,senaka,semai,?,sodateru,sora,tataku,tatsu,tamago,tʃiː,tʃiQsai,tʃikai,otoːsaɴ,otsukisaɴ,tsuʃi,utʃinokanai,teː,de,?,doː,toː,toːi,doko,toʃi,dono,donoçito,tobu,tori,nai,naka,nagai,?,naku,naguru,horu,nanatsu,naː,nawa,?,ni,niku,?,nibui,nuː,toru,nureru,neː,nedzumi,neru,neru,noboru,nomu,haː,haː,hai,haku,haku,hadzukaʃiː,hataraku,hana,hana,hane,hane,okaːsaɴ,hajaʃi,hara,dzoːmotsu,hari,çiː,çidari,çito,çitotsu,?,akeru,çiru,çiroi,Fuku,Fuku,hareru,Futatsu,Furui,kutʃinawa,boː,hokano,hokori,hoʃi,hone,horu,hoɴto,magaru,miː,migi,midʒikai,midzu,?,mitʃi,miQtsu,mimi,mimidzu,miru,mina,musubu,muQtsu,mune,meː,?,motsu,jaku,jaQtsu,jumeomiru,eː,joQtsu,joru,rjoːri,waʃi,wataʃira,warau,warui
Western Japanese,Shiga,aoi,akai,akubi,aʃi,dosuko,sara,?,nukui,otaku,anoçito,?,abura,ame,aruku,are,juː,ie,iki-,ikiru,iʃi,itamu,itsu,itsutsu,inabikari,inu,ue,ueru,usui,utsu,umi,eda,?,oː,ikɛː,?,otʃiru,oQto,otoko,omoi,omou,ojoŋu,oɴna,kaː,kau,kadzaŋasu,kaku,kakusu,kadze,kadzoeru,kata,?,kaminari,kamu,rjoː,kawa,kawaku,kiːro,kiku,kitanae,?,kiri,kiru,?,kuː,kusa,kusaru,kutʃi,kubi,kumo,kumo,kuru,kurøe,keː,kemuri,kokonotsu,?,kodomo,kore,korosu,sakana,?,sasu,samui,ʃiwo,ʃita,ʃita,ʃinu,?,ʃirame,ʃiru,ʃirøe,suː,suna,suwaru,senaka,sebɛː,?,sodateru,sora,tataku,tatsu,tamaŋo,tʃiː,tʃiQsai,tʃikai,tʃitʃi,otsukisaɴ,tsuʃi,tsuma,teː,de,?,doː,toː,toːi,doko,toʃi,dono,donoçito,tobu,tori,nai,naka,naŋai,?,naku,naŋuru,hokoru,naɴtsu,namae,nawa,?,ni,miː,?,nibui,nuː,nusumu,nureru,neː,nedzumi,neru,neru,noboru,nomu,haː,haː,hae,haku,haku,hadzukaʃiː,kibaru,hana,hana,hane,hane,haha,hajaʃi,hara,harawata,hari,çiː,çidari,çito,çitotsu,?,akeru,çiru,çiroi,Fuku,Fuku,hareru,Futatsu,Furui,heːbi,boː,hoka,hokori,hoQsaɴ,hone,horu,hoɴma,maŋaru,mi,miŋi,midʒikai,midzu,?,mitʃi,miQtsu,mimi,memedzu,miru,mina,musubu,muQtsu,mune,meː,?,motsu,taku,jaQtsu,?,eː,joQtsu,baɴ,rjoːri,wataʃi,wataʃira,warau,warui
Western Japanese,Kyoto,aoi,akai,akubi,aʃi,otsumu,sara,?,aQtakai,otaku,anoʃito,?,abura,ame,aruku,are,juː,ie,iki-,ikiru,iʃi,itamu,itsu,itsutsu,inabikari,inu,ue,ueru,usui,utsu,umi,eda,?,oː,oːkiː,?,otʃiru,mukohaɴ,otoko,omotai,omou,ojoŋu,oɴna,kaː,kau,niou,kaku,kakusu,kadze,jomu,kata,kamitsuku,kaminari,kamu,teQpoutʃi,kawa,kawaku,kiːro,kiku,kitanai,?,kiri,kiru,?,kuː,kusa,kusaru,kutʃi,kubi,kumo,kumo,kuru,kuroi,keː,kemuri,kokonotsu,?,kodomo,kore,korosu,osakana,sakeru,sasu,samui,oʃio,ʃita,ʃita,ʃinu,?,ʃirame,ʃiru,ʃiroi,suː,suna,suwaru,senaka,semai,?,sodateru,sora,tataku,tatsu,tamaŋo,tʃiː,tʃiQtʃai,tʃikai,otoːsaɴ,otsukisaɴ,tsuʃi,jomehaɴ,teː,de,?,donai,toː,toːi,doko,toʃi,dono,donoçito,tobu,tori,nai,naka,naŋai,?,naku,dotsuku,horu,nanatsu,namae,nawa,?,ni,niku,?,nibui,nuː,nusumu,nureru,neː,nedzumi,neru,neru,noboru,nomu,haː,haː,hai,haku,haku,hadzukaʃi,kibaru,hana,hana,hane,hane,okaːtʃaɴ,hajaʃi,hara,harawata,hari,çiː,çidari,ʃito,ʃitotsu,?,akeru,çiru,çiroi,Fuku,Fuku,hareru,Futatsu,Furui,hebi,boː,hoka,hokori,hoʃi,hone,horu,hoɴma,maŋaru,miː,miŋi,midʒikai,midzu,?,mitʃi,miQtsu,mimi,memedzu,miru,miɴna,musubu,muQtsu,mune,meː,?,motsu,taku,jaQtsu,?,eː,joQtsu,joru,orjoːri,wataʃi,wataʃira,warau,warui
Western Japanese,Osaka,aoi,akai,akubi,aʃi,otsumo,sara,?,nukui,aɴta,anoçito,?,abura,ame,aruku,are,juː,ie,iki-,ikiru,iʃi,?,itsu,itsutsu,inabikari,inu,ue,ueru,usui,utsu,umi,eda,?,oː,oːkiː,?,otʃiru,mukohaɴ,otoko,omoi,omou,ojoŋu,oɴna,kaː,kau,niou,kaku,kakusu,kadze,kadzujomu,kata,?,kaminari,kamu,teQpoutʃi,kawa,kawaku,kiː,kiku,kitanai,?,kiri,kiru,?,kuː,kusa,kusaru,kutʃi,kubi,kumo,kumo,kuru,kuroi,keː,keburi,kokonotsu,?,koromo,kore,korosu,sakana,?,sasu,sabui,ʃio,ʃita,ʃita,ʃinu,?,ʃirame,ʃiru,ʃiroi,suː,suna,suwaru,senaka,ʃemai,?,sodateru,sora,tataku,tatsu,tamaŋo,tʃiː,tʃiQtʃai,tʃikai,otoːtʃaɴ,oQtsukisaɴ,tsuʃi,kanai,teː,de,?,donai,touwo,toːi,doko,toʃi,dono,donoçito,tobu,tori,nai,naka,naŋai,?,naku,dotsuku,horu,nanatsu,namae,nawa,?,ni,miː,?,nibui,nuː,nusumu,nureru,neː,nedzumi,neru,neru,noboru,nomu,haː,haː,hai,haku,haku,hadzukaʃi,hataraku,hana,hana,hane,hane,okaːtʃaɴ,hajaʃi,hara,harawata,hari,çiː,çidari,çito,ʃitotsu,?,akeru,çiru,çiroi,Fuku,Fuku,hareru,Futatsuː,Furui,hebi,boː,hokanoɴ,hokori,hoQsaɴ,hone,horu,hoɴma,maŋaru,miː,miŋi,midʒikai,midzu,?,mitʃi,miQtsu,mimi,memedzu,miru,mina,musubu,muQtsu,mune,meː,?,motsu,jaku,jaQtsu,jumeomiru,eː,joQtsu,baɴ,rjoːri,wataʃi,watera,warau,warui
Western Japanese,Hyogo,aoi,akai,akubi,aʃi,atama,sara,?,nukui,aɴtahaɴ,anoʃito,?,abura,ame,aruku,ae,juː,iejaʃiki,iki-,ikiru,iʃi,?,itsu,itsutsu,inabikari,inu,ue,ueru,usui,utsu,umi,eda,?,oː,oːkeː,?,otʃiru,otoː,otoko,omotai,omou,ojoŋu,onaŋo,kaː,kau,kadzakasu,kaku,kakusu,kadze,jomu,kata,?,kaminari,kamu,kari,kawa,kawaku,kiː,kiku,tʃanai,?,kasumi,kiru,?,kuː,kusa,kusaru,kutʃi,kubi,kumo,kumo,kuru,kuroi,keː,keburi,kokonotsu,?,kodomo,koe,korosu,sakana,?,sasu,sabui,ʃio,ʃita,ʃita,ʃinu,?,ʃirame,ʃiru,ʃiroi,suː,suna,suwaru,senaka,sebai,?,sodateru,sora,tataku,tatsu,tamaŋo,tʃiː,komai,tʃikai,teteoja,otsukisaɴ,tsuʃi,okaː,teː,de,?,doː,touwo,toːi,doko,toʃi,dono,donoʃito,tobu,tori,araheɴ,naka,naŋai,?,naku,dotsuku,horu,nanatsu,namae,nawa,?,ni,niku,?,toroi,nuː,toru,nureru,neː,nedzumi,neru,neru,noboru,nomu,haː,haː,hai,haku,haku,Fuːŋawarui,hataraku,hana,hana,hane,hane,hahaoja,hajaʃi,hara,harawata,hari,çiː,çidari,çito,çitotsu,?,akeru,çiru,çiroi,Fuku,Fuku,hareru,Futatsu,Furui,kutsuna,boː,jonomoɴ,hokori,hoQsaɴ,hone,horu,hoɴma,maŋaru,miː,miŋi,midʒikai,midzu,?,mitʃi,miQtsu,mimi,mimidzu,miru,miɴna,musubu,muQtsu,mune,meː,?,motsu,jaku,jaQtsu,jumemiru,eː,joQtsu,baɴ,goQtsoŋoQsae,wataʃi,wataʃira,warau,warui
Western Japanese,Nara,aoi,akaː,akubi,hoQda,omutsuri,saraː,?,nukui,otaku,anoçito,?,abura,ame,aruku,are,juː,ie,iki-,ikiru,iʃi,itamu,itsudʒibuɴ,itsutsu,inabikari,inu,ue,ueru,usui,utsu,umi,eNda,?,o,oːkiː,?,otʃiru,oQto,otoko,omotaː,omou,ojoNgu,oɴna,ka,kau,kaNgu,kaku,kakusu,kadze,kadzueru,kata,kuitsuku,kaminari,kamu,seQʃoː,kawa,kawaku,kiːro,kiku,kitanaː,?,kiri,kiru,?,kuː,kusa,kusaru,kutʃi,kubi,kumo,kumo,kuru,kuroi,ke,kemuri,kokonotsu,?,koNdomo,kore,korosu,sakana,?,sasu,sabui,ʃio,ʃita,ʃitabero,ʃinu,?,ʃirame,ʃiru,ʃiroi,suː,suna,suwaru,senaka,sebaː,?,soNdateru,sora,tataku,tatsu,tama,tʃi,tʃisaː,tʃikaː,toːsaɴ,tsuki,tsuʃi,kanai,te,Nde,?,doː,toː,toːiː,doko,toʃi,dono,donoçito,tobu,tori,naː,naka,naNgaː,?,naku,naNguru,hoːru,nanatsu,namae,nawa,?,i,miː,?,nibui,nuː,nusumu,nureru,ne,nedzumi,neru,neru,noboru,nomu,ha,ha,hai,haku,haku,hadzukaʃiː,hataraku,hana,hana,tornoke,hanegeta,kaːsaɴ,hajaʃi,hara,harawata,hari,çiː,çiNdari,çito,çitotsu,?,çiraku,çiru,çiroi,?,?,hareru,Futatsu,Furui,hebi,boː,hoka,hokori,hoʃi,hone,horu,hoɴto,maNgaru,mi,miNgi,midʒikaː,midzu,?,mitʃi,miQtsu,mimi,memedzu,miru,miɴna,musubu,muQtsu,mune,me,?,motsu,jaku,jaQtsu,jumemiru,iː,joQtsu,joru,rjoːri,waʃi,waʃira,warau,warui
Western Japanese,Wakayama,aoi,akai,akubi,aʃi,atama,sara,?,nukui,anata,anoçito,?,abura,ame,aruku,are,juː,ie,iki-,ikiru,iʃi,?,itsu,itsutsu,inabikari,inu,ue,ueru,usui,utsu,umi,eda,?,oː,okiː,?,otʃiru,ʃudʒiɴ,otoko,omotao,omou,ojoNgu,oɴna,kaː,kau,kaNgu,kaku,kakusu,kadze,jomu,kata,?,kaminari,kamu,teQpoutʃi,kawa,kawaku,kiːro,kiku,kitanai,?,kiri,kiru,?,kuː,kusa,kusaru,kutʃi,kubi,kumo,kumo,kuru,kuroi,keː,keburi,kokonotsu,?,koromo,kore,korosu,sakana,?,sasu,sabui,ʃio,ʃita,çita,ʃinu,?,ʃirame,ʃiru,ʃiroi,suː,suna,betadzuwari,senaka,sebai,?,sodateru,sora,tataku,tatsu,tamaNgo,tʃiː,tʃiQsai,tʃikai,otoQtsaɴ,otsukisaɴ,tsuʃi,utʃinoNga,teː,de,?,doː,toː,tobai,doko,toʃi,dono,donoçito,tobu,tori,nai,naka,naNgai,?,naku,butsu,horu,nanatsu,naː,nawa,?,ni,niku,?,nibui,nuː,nusumu,nureru,neː,nedzumi,neru,neru,nobosu,nomu,haː,haː,hai,haku,haku,hadzukaʃiː,hataraku,hana,hana,hane,hane,okaːsaɴ,hajaʃi,hara,harawata,hari,çiː,çidari,çito,çitotsu,?,akeru,çiru,çiroi,Fuku,Fuku,hareru,Futatsu,Furui,kutʃinaː,boː,hokano,hokori,hoQsaɴ,hone,horu,hoɴma,maNgaru,miː,miNgi,midʒikai,midzu,?,mitʃi,miQtsu,mimi,memedzu,miru,miɴna,musubu,muQtsu,mune,meː,?,motsu,jaku,jaQtsu,?,eː,joQtsu,baɴ,rjoːri,wataʃi,wataʃira,warau,wariː
Western Japanese,Tottori,aoi,akai,akubi,aʃi,atama,ataraʃiː,?,nukui,omaesaɴ,anomoɴ,?,taneabura,ame,aruku,are,juː,ie,iki-,ikiru,iʃi,?,itsu,itsutsu,inabikari,inu,ue,ueru,usui,utsu,umi,eda,?,ʃiQpo,oːkiː,?,otʃiru,ʃudʒiɴ,otoko,omotao,omoː,ojogu,onago,ka,kau,kagu,kaku,kakusu,kadze,kadzureru,kata,?,kaminari,kamu,rjoː,kawa,kawaku,kiːro,kiku,kitanai,?,kiri,kiru,?,kuː,kusa,kusaru,kutʃi,kubi,kumo,kumo,kuru,kuroi,ke,kemuri,kokonotsu,?,kodomo,kore,korosu,sakana,?,sasu,samui,ʃio,ʃita,ʃita,ʃinuru,?,ʃirami,ʃiru,ʃiroi,suː,suna,suwaru,senaka,semai,?,sodateru,sora,tataku,tatsu,tamago,tʃi,komai,tʃikai,otoːsaɴ,tsuki,tsuʃi,okaː,te,kara,?,dogai,toː,toːiː,doko,toʃi,dono,donomoɴ,tobi,tori,nai,naka,nagai,?,naku,dodzuku,nageru,nanatsu,namae,nawa,?,ni,niku,?,nibui,nuː,toru,nureru,ne,nedzumi,neru,neru,noboru,nomu,haQpa,ha,hai,haku,haku,hadzukaʃiː,hataraku,hana,hana,hane,hane,okaːsaɴ,hajaʃi,hara,harawata,hari,çi,çidari,çito,çitotsu,?,akeru,çiru,çiroi,Fuku,Fuku,hareru,Futatsu,Furui,kutʃinawa,boː,hokano,hokori,hoʃi,hone,horu,hoɴto,magaru,mi,migi,midʒikai,midzu,?,mitʃi,miQtsu,mimi,mimidzu,miru,miɴna,musubu,muQtsu,mune,me,?,motsu,jaku,jaQtsu,jumeomiru,eː,joQtsu,joːsari,rjoːri,waʃi,waʃiraː,warau,warui
Western Japanese,Shimane,aoe,akae,akubi,aʃi,atama,sarana,?,nokui,omaesaɴ,anoFuto,?,abura,ame,ariku,aː,iː,e,iki-,ekiː,eʃi,?,etʃi,etʃitʃi,enabikaː,eno,oe,oeː,oʃiː,otʃi,umi,eda,?,ʃiːbo,oːkina,?,otʃiː,oʃinootoQtsaɴ,otoko,motae,omoː,ojogu,onago,ka,kaː,neoː,kaku,kakuʃi,kadze,kajeː,kata,?,kaɴnari,kamu,rjoː,kawa,kawaku,kiːro,kiku,kitaneː,?,kiː,kiː,?,kuː,kusa,kusaː,kutʃi,kubi,kumo,kumo,kuː,kuroe,ke,kemoː,kogonotʃi,?,kodomo,keː,koroʃi,sakana,?,saʃi,samiː,so,ʃita,ʃita,ʃinoː,?,ʃirami,ʃiː,ʃiroe,ʃiː,ʃina,ʃiwaːtʃaɴkoʃiru,ʃena,ʃemae,?,sodateː,sora,tataku,tatʃi,tamago,tʃi,hoʃe,tʃikae,tʃaQtʃa,tʃiki,tʃitʃi,otʃinookaka,te,de,?,doge,toː,toe,doko,toʃi,dono,donofuto,tobu,toː,ne,naka,nagae,?,naku,doːdʒiku,nageː,nanatʃi,namae,nawa,?,ni,neku,?,nibi,noː,toː,noreː,ne,nedʒiɴ,neː,neː,noboː,noɴ,ha,ha,hae,haku,haku,hadʒikaʃi,ʃewajaku,hana,hana,hane,hane,kaQka,hajaʃi,hara,harawata,hari,Fu,Fudaː,Futo,Futotʃi,?,Firaku,Firi,Furoe,Fuku,Fuku,hareː,Futatʃi,Furi,kutʃinawa,boː,hokano,hokoː,hoʃi,hone,hoː,hoɴnokoto,magaː,mi,migi,metʃikae,medʒi,?,metʃi,meQtʃi,mimi,memedʒi,miru,meɴna,owaeː,moQtʃi,mine,me,?,motʃi,jaku,jaQtʃi,imemiː,e,joQtʃi,joː,rjoːri,wataʃi,wataʃidomo,waraː,wari
Western Japanese,Okayama,awøː,akɛː,akubi,aʃi,atama,ataraʃiː,?,nukiː,aɴta,anomeː,?,abira,ame,aruku,eː,juː,ie,iki-,ikiru,iʃi,itamu,itsu,itsutsu,inabikari,inu,ue,ueru,uʃiː,utsu,umi,eda,?,ʃiQpo,oːkeː,?,otʃiru,ʃudʒiɴ,otoko,omeː,omoː,ojogu,onago,ka,kau,niou,kaku,kakusu,kadze,kadzueru,kata,?,kaminari,kamu,rjoː,kawa,kawaku,kiːro,kiku,kitaneː,?,kiri,kiru,?,kuː,kusa,kusaru,kutʃi,kubi,kumo,kumo,kuru,kureː,ke,kemuri,kokonotsu,?,kodomo,kore,korosu,sakana,sakeru,sasu,samiː,ʃio,ʃita,bero,ʃinuru,?,ʃirami,ʃiru,ʃireː,suː,suna,suwaru,ʃena,semɛː,?,sodateru,sora,tataku,tateru,tamago,tʃi,komɛː,tʃikɛː,tʃitʃi,otsukisama,tsuʃi,kamisaɴ,te,de,?,doneː,toː,toeː,doko,toʃi,deːno,deːtsu,tobu,tori,nɛː,naka,naŋɛː,?,naku,naguru,hoːru,nanatsu,nameː,nawa,?,?,niku,?,nibiː,nuː,toru,nureru,ne,nedzumi,neru,neru,noboru,nomu,haQpa,ha,hai,haku,haku,Fuːgawariː,hataraku,hana,hana,hane,hane,haha,hajaʃi,hara,harawata,hari,çi,çidari,çito,çitotsu,?,akeru,çiru,çireː,Fuku,Fuku,hareru,Futatsu,Furiː,kutʃinawa,boː,hokano,hokori,hoʃi,hone,horu,hoɴma,magaru,mi,migi,midʒigɛː,midzu,?,mitʃi,miQtsu,mimi,mimidzu,miː,miɴna,musubu,muQtsu,mune,me,?,motsu,jaku,jaQtsu,jumjoːmiru,eː,joQtsu,baɴ,rjoːri,wataʃi,wataʃiraː,warau,wariː
Western Japanese,Hiroshima,aoi,akaː,akubi,aʃi,atama,ɲiːna,?,nukui,aɴta,are,arera,abura,ame,aruku,are,juː,ie,iki-,ikiru,iʃi,itamu,itsu,itsutsu,çikari,inu,ue,ueru,usui,utsu,umi,eda,?,oɴbatʃi,oːkeː,?,otʃiru,otoko,otoko,omotaː,omoː,ojogu,onago,ka,kau,kadzamu,kaku,kakusu,kade,kadzueru,kata,kuitsuku,doɴdoro,kamu,jamarjoː,kawa,çiru,kiː,kiku,kitanaː,?,kiri,kiru,?,kuː,kusa,kusaru,kutʃi,kubi,kumo,kumo,kuru,kuroi,ke,keburi,kokonotsu,?,kodomo,kore,konosu,io,tʃigireru,sasu,sabui,ʃijo,çita,bero,ʃinuru,?,ʃirame,ʃiru,ʃiroi,suː,suna,suwaru,sena,sebaː,?,sodateru,sora,tataku,tatsu,tamago,tʃi,komaː,tʃikaː,otoːsaɴ,oQtsukisaɴ,tsuʃi,ɲoːbo,te,de,?,doː,toː,toːiː,doko,toʃi,dono,dore,tobu,tori,naː,naka,nagaː,?,naku,naguru,hoːru,nanatsu,namae,nawa,?,i,niku,?,toroi,nuː,nusumu,nureru,ne,nedzumi,neburu,neru,noboru,nomu,ha,ha,hai,haku,haku,hadzukaʃiː,hataraku,hana,hana,hanege,hane,haha,?,hara,harawata,hari,çi,çidari,çito,çitotsu,?,akeru,çiru,çiroi,Fuku,Fuku,hareru,Futatsu,Furui,kutʃinawa,boː,hoka,gomi,hoʃi,hone,horu,hoɴto,magaru,mi,migi,midʒikaː,midzu,?,mitʃi,miQtsu,mimi,mimidzu,miru,miɴna,juː,muQtsu,mune,me,?,motsu,jaku,jaQtsu,jumjoːmiru,eː,joQtsu,joru,rjoːri,waʃi,waʃira,warau,wariː
Western Japanese,Yamaguchi,awøː,akɛː,akubi,aʃi,omutsu,ataraʃiː,?,nukui,anata,anoçito,?,abura,ame,aruku,are,juː,ie,iki-,ikiru,iʃi,?,itsu,itsutsu,inabikari,inu,ue,ueru,uʃiː,utsu,umi,eda,?,ʃiQpo,oːkina,?,otʃiru,ʃudʒiɴ,otoko,omotɛː,omoː,ojogu,oɴna,ka,kau,nijoː,kaku,kakusu,kaje,kadzøːru,kata,?,kaminari,kamu,rjoː,kawa,kawaku,kiː,kiku,kitanɛː,?,kiri,kiru,?,kuː,kusa,kusaru,kutʃi,kubi,kumo,kumo,?,kurøː,ke,kemuri,kokonotsu,?,kodomo,kore,korosu,sakana,sakeru,sasu,samiː,oʃijo,ʃita,ʃita,ʃinuru,?,ʃirami,ʃiru,ʃirøː,suː,suna,suwaru,sena,semɛː,?,sodateru,sora,tataku,tatsu,tamago,tʃi,komɛː,tʃikɛː,toːtʃaɴ,tsuki,doro,kanëː,te,de,?,doneː,tʃiː,toiː,doko,toʃi,dono,donoçito,tobu,tori,nɛː,naka,naŋɛː,?,naku,naguru,nageru,nanatsu,namɛː,nawa,?,ni,niku,?,nibui,nuː,nusumu,nureru,ne,nedzumi,neru,neru,noboru,nomu,ha,ha,hɛː,haku,haku,hadzukaʃiː,hataraku,hana,hana,hane,hane,kaːtʃaɴ,hajaʃi,onaka,harawata,hari,çi,çidari,çito,çitotsu,?,çiraku,çiru,çirøː,Fuku,?,hareru,Futaːtsu,Furwiː,hebi,boː,hokano,hokori,hoʃi,hone,horu,hoɴtoː,magaru,mi,migi,midʒigɛː,midzu,?,mitʃi,miQtsu,mimi,mimidzu,miru,miɴna,kibiru,muQtsu,mune,me,?,motsu,jaku,jaQtsu,jumeomiru,eː,joQtsu,baɴ,rjoːri,wataʃi,wataʃitatʃi,warau,warWiː
Western Japanese,Tokushima,aoi,akai,akubi,aʃi,atama,sara,?,nukui,anata,anoçito,anoçitotatʃi,abura,ame,aruku,are,juː,ie,iki-,ikiru,iʃi,?,itsu,itsutsu,inabikari,inu,ue,ueru,usui,utsu,umi,eda,?,oː,oːkiː,?,otʃiru,oQto,otoko,omoi,omou,ojogu,onago,kaː,kau,kadzamu,kaku,kakusu,kadze,jomu,kata,?,kaminari,kamu,kari,kawa,kawaku,kiːro,kiku,kitanai,?,kiri,kiru,?,taberu,kusa,kusaru,kutʃi,kubi,kumo,kumo,kuru,kuroi,keː,kemuri,kokonotsu,?,kodomo,kore,korosu,sakana,?,sasu,samui,ʃio,ʃita,bero,ʃinu,?,ʃirame,ʃiru,ʃiroi,suː,suna,suwaru,ʃenaka,sebai,?,sodateru,sora,tataku,tatsu,tamago,tʃiː,komai,tʃikai,tʃitʃi,tsuki,tsuʃi,tsuma,teː,de,?,doː,tʃiː,toːi,doko,toʃi,dono,donoçito,tobu,tori,nai,naka,nagai,?,naku,tataku,hoːru,nanatsu,namae,nawa,?,ni,niku,?,nibui,nuː,nusumu,nureru,neː,nedzumi,nemuru,neru,noboru,nomu,haː,haː,hai,haku,haku,hadzukaʃiː,hataraku,hana,hana,hane,hane,haha,hajaʃi,hara,harawata,hari,çiː,çidari,çito,çitotsu,?,çiraku,çiru,çiroi,Fuku,Fuku,hareru,Futaːtsu,Furui,gutʃinawa,boː,hokano,hokori,hoʃi,hone,horu,hoɴma,magaru,miː,migi,midʒikai,midzu,?,mitʃi,miQtsu,mimi,memedzu,miru,mina,musubu,muQtsu,mune,meː,?,motsu,jaku,jaQtsu,jumeomiru,eː,joQtsu,baɴ,rjoːri,wataʃi,wataʃira,warau,warui
